462;Thou Thinkest Lord Of Me;;"Thou thinkest Lord of me
Thou thinkest Lord of me
What need I fear when Thou art near
585;Be Glorified (P);;"In my life, Lord
Be glorified, be glorified.
In my life, Lord
Be glorified today.

In Your Church, Lord
Be glorified, be glorified.
In Your Church, Lord
Be glorified today.

In Your Bride, Lord
Be glorified, be glorified.
In Your Bride, Lord
Be glorified today."
171;They Come from the East and the West;C;"They come from the East and West,
They come from the lands afar,
To feast with the King,
   to dine as His guest:
How blessed these pilgrims are!
Beholding His hallow'd face
A glow with a light divine;
Blest partakers of His grace,
As gems in His crown to shine.

Chorus
Since Jesus has set me free,
I'm happy as heart can be;
No longer I bear
   the burden of care,
His yoke is so sweet to me.
My soul was as black as night,
But darkness has taken flight;
Now I shout the victory,
For Jesus has set me free.

I look on the great white throne,
Before it the ransom'd stand;
No longer are tears,
   no sorrow is known
Nor death in that goodly land.
My Savior has gone before,
Preparing the way for me;
Soon we'll meet to part no more
Thru time or eternity.

The gates of that holy place
Stand open by night and day;
O look to the Lord who
   ""giveth more grace,""
Whose love has prepar'd the way.
A home in those mansions fair
His hand hath reserv'd for all.
For the wedding feast prepare,
Obeying the gracious call."
172;The Healer;Eb;"On the Cross crucified,
In great sorrow He died;
The Giver of life was He.
Yet my Lord was despised
   and rejected of men, 
This Jesus of Calvary.

Chorus
He was wounded for
   our transgressions,
He was bruised for 
   our iniquities;
Surely He bore our sorrows,
And by His stripes 
   we are healed.

Price for healing was paid,
As those cruel stripes were made,
Within Pilate's judgment hall.
Now His suff'ring affords perfect
   healing for all.
This wonderful Healer's mine.

Came the leper to Christ, saying,
""Surely I know, that Thou,
Lord, canst make me whole.""
When His great faith was seen
Jesus said, ""Yes, I will.""
And touch'd him and
   made him clean.

He has healed my sick soul,
Made me ev'ry whit whole,
And He'll do the same for you.
He's the same yesterday and
   today and for aye,
This Healer of men today."
173;Great is Thy Faithfulness;D;"Great is Thy faithfulness 
O God my Father
There is no shadow of 
   turning with Thee
Thou changest not, Thy 
   compassions, they fail not
As Thou hast been, Thou 
   forever will be

CHORUS
Great is Thy faithfulness!
Great is Thy faithfulness!
Morning by morning new mercies 
   I see
All I have needed Thy hand hath 
   provided
Great is Thy faithfulness, Lord 
   unto me!

Summer and winter and springtime 
   and harvest
Sun, moon and stars in their 
   courses above
Join with all nature in manifold 
   witness
To Thy great faithfulness, mercy 
   and love

Pardon for sin and a peace that 
   endureth
Thine own dear presence to 
   cheer and to guide
Strength for today and bright 
   hope for tomorrow
Blessings all mine, with ten 
   thousand beside!"
174;Speak, My Lord;G;"Hear the Lord of
   harvest sweetly calling,
""Who will go and work
   for me today? 
Who will bring to me the 
  lost and dying? 
Who will point them to 
   the narrow way?""

CHORUS
Speak, my Lord, 
Speak, my Lord,
Speak, and I'll be quick
   to answer Thee;
Speak, my Lord,
Speak, my Lord,
Speak and I will answer,
""Lord, send me.""

When the coal of fire. . . 
   touched the prophet,
Making him as pure, 
   as pure can be;
When the voice of God said, 
""Who'll go for us?""
Then he answered,
""Here I am, send me.""

Millions now in sin
   and shame are dying;
Listen to their sad
   and bitter cry;
Hasten, brother, 
   hasten to the rescue;
Quickly answer,
""Master, here am I.""

Soon the time for 
   reaping will be over;
Soon we'll gather 
   for the harvest-home;
May the Lord of harvest
   smile upon us,
May we hear His blessed,
""Child, well done."""
175;When He Reached Down His Hand For Me;C;"Once my soul was astray
   from the heavenly way,
And was wretched and
   vile as could be;
But my Saviour above,  
   gave me peace and joy and love,
When He reach'd down
   His hand for me, for me.

Chorus
When He reached down
   His hand for me,
When He reach'd down
   His hand for me;
I was lost and undone, 
   without God or His Son,
When He reach'd down
   His hand for me, for me.

I was nearing despair, 
When He came to me there,
And He showed me 
   that I could be free;
Then He lifted my feet,
   gave me glory complete,
When He reach'd down 
   His hand for me, for me.

How my heart doth rejoice 
   since I made Him my choice,
From the tempest to
   Him now I flee;
Now I lean on His arm, 
I'm secure from all harm. 
Since He reach'd down 
   His hand for me, for me.

Since the Lord gave me peace
Heavenly joys never cease, 
Lord, I give all my life unto Thee;
Guide my feet, hold my hand,
Grant with Thee I may stand. 
For you reach'd down your
   hand for me, for me."
176;When I See the Blood;C;"Christ our Redeemer
  died on the cross, 
Died for the sinner,
   paid all his due;
Sprinkle your soul with 
   the blood of the Lamb,
And I will pass, will 
   pass over you.

Chorus
When I see the blood, 
When I see the blood,
When I see the blood,
I will pass, I will pass
   over you.

Chiefest of sinners, 
Jesus will save;
All He has promised,
   that will He do;
Wash in the fountain 
   opened for sin,
And I will pass, will 
   pass over you.

Judgment is coming, 
   all will be there,
Each one receiving
   justly his due;
Hide in the saving,
   sin-cleansing blood,
And I will pass, will 
  pass over you.

Oh, great compassion! 
O boundless love!
O loving kindness,
  faithful and true!
Find peace and shelter
   under the blood,
And I will pass, will
 pass over you."
402;Have faith in  God;;"Have faith in God
Have faith in God 
Have faith in God
For a miracle
Have faith in God"
177;Baptized Into The Body;;"Have you been baptized into the body?
Baptized with the Holy Ghost;
There is but one way to enter in it,
Just as they did on pentecost.

Chorus
Are you in the church triumphant?
Are you in the Savior's bride?
Come and be baptized into the body,
And forevermore abide.

There is but one church, bride or body,
And into it we're all baptized;
By the one, true, promised Holy Spirit;
Though by the world we're all despised.

Every creed has claimed to be the body,
But the ""plumb line"" proved untrue
All their dreams, for God has so determined,
To bring His son's true bride to view.

Many thought that they were in the body,
'Till the Holy Ghost had come;
When the Word of God was opened to them
They entered in, and yet there's room.

Those who died before the Holy Spirit
Came upon us from on high,
May, by faith with saints of old departed,
Arise to meet Him in the sky.

When the bridegroom comes, will you be ready;
And your vessel all filled and bright?
You will be among the foolish virgins
If you do not walk in the light."
403;It's Not By Might, It's Not By Power, By My Spirit;D;"It's not by might; it's not by power;
But by My Spirit saith the Lord of Hosts
It's not by might; it's not by power;
But by My Spirit saith the Lord ;
This mountain shall be removed;
This mountain shall be removed.
This mountain shall be removed,
By My Spirit saith the Lord."
190;Breathe On Me;;"Breath on me, Breath of God
Fill me with life anew, 
That I may love what Thou dost love
And do what Thou wouldst do

Breath on me, Breath of God
Until my heart is pure
Until my will is one with Thine
To do and to endure

Breath on me, Breath of God
Till I am wholly Thine
Until this earthly part of me
Glows with Thy fire divine

Breath on me, Breath of God
So shall I never die
But live with Thee the perfect life 
Of Thine eternity"
178;Victory In Jesus;G;"I heard an old, old story
How a Savior came from glory,
How He gave His life on Calvary
To save a wretch like me;
I heard about His groaning,
Of His precious blood's atoning,
Then I repented of my sins
And won the victory.

Chorus
O victory in Jesus,
My Savior forever,
He sought me and he bo't me
With His redeeming blood;
He loved me ere I knew Him
And all my love is due Him,
He plunged me to victory,
Beneath the cleansing flood.

I heard about His healing,
Of His cleansing pow'r revealing,
How He made the lame to walk again
And caused the blind to see;
And then I cried ""dear Jesus,
Come and heal my broken spirit.""
And somehow Jesus came and bro't
To me the victory.

I heard about a mansion
He has built for me in glory,
And I heard about the streets of gold
Beyond the crystal sea;
About the angels singing,
And the old redemption story,
And some sweet day I'll sing up there
The song of victory."
179;Above All;;"Above all powers, above all kings
Above all nature and all created things
Above all wisdom and all the ways of man
You were here before the world began

Above all kingdoms, above all thrones
Above all wonders the world has ever known
Above all wealth and treasures of the earth
There's no way to measure what you're worth

Crucified, laid behind a stone
You lived to die, rejected and alone
Like a rose, trampled on the ground,
You took the fall and thought of me above all"
471;He's The Same God;;"He is the same God who spoke to the woman at the well.
He is the same God who's wonders are too many to tell
The same God who parted the raging red sea
He's the same God who is living in me."
180;I Bless Your Name;Ab;"In prisoners' chains
With bleeding stripes
Paul and Silas prayed that night
And in their pain began to sing
Their chains were loosed 
And they were free

CHORUS
I bless Your Name
I bless Your Name
I give You honor, give You praise
You are the Life, the Truth, the Way
I bless Your Name
I bless Your Name

Some midnight hour
If you should find
You're in a prison in your mind
Reach out and praise
Defy those chains
And they will fall
In Jesus' Name

We bless Your Name
We bless Your Name
We give You honor, give You praise
You are the Life, the Truth, the Way
We bless your Name
We bless Your Name"
181;The Name Of The Lord Is A Strong Tower;;"Chorus
Blessed be the name of the Lord
Blessed be the name of the Lord
Blessed be the name of the Lord most high.
(Repeat)

The name of the Lord is a strong tower
The righteous run into and they are saved.
(Repeat)

The name of the Lord is a strong tower
The sick run into and they are healed.
(Repeat)

The name of the Lord is a strong tower
The hungry run into and they are filled.
(Repeat)"
404;Heaven's Sounding Sweeter;F;"Heaven's sounding sweeter all the time, 
Seems like lately it's always on my mind;
Some day I'll leave this world behind,
Heaven's sounding sweeter all the time."
182;You Deserve the Glory;Bb;"You deserve the glory and the honour Lord.
We lift our hands in worship
As we lift Your holy name.
You deserve the glory and the honour Lord.
We lift our hands in worship
As we lift Your holy name.

Chorus
For You are great.
You do miracles so great.
There is no one else like You.
There is no one else like You.
(x2)"
183;Lord, You Are So Precious to Me;G;"Lord, You are so precious to me
Lord, You are so precious to me
And I love You.  Yes, I love You.
Because You first loved me.
 
Lord You are so gracious to me
Lord, you are so gracious to me
And I love you.  Yes, I love You.
Because You first loved me."
405;I'm Amazed that You Loved Me;F;"I'm amazed that You loved me.
I'm amazed how You cared.
Through Your precious blood I found pardon,
And my sins are washed,
They're all washed away.
All my sins are washed away"
188;Beulah Land;F;"I'm kind of homesick for a country
To where I've never been before
No sad good-byes will there be 
   spoken
And time won't matter any more

Chorus
Beulah Land, I'm longing for you
And someday on thee I'll stand
There my home shall be eternal
Beulah Land, sweet Beulah Land

I'm looking now across that river
To where my faith will end in sight
There's just a few more days 
   to labour
Then I shall take my heavenly 
   flight"
189;Bind Us Together;;"There is only one God
There is only one King
There is only one Body
That is why we sing

CHORUS
Bind us together, Lord
Bind us together
With cords that cannot 
   be broken
Bind us together, Lord
Bind us together, Lord
Bind us together with love"
191;Channel Of Blessing;;"Is your life a channel of blessing?
Is the love of God flowing 
   through you?
Are you telling the lost of the 
   Saviour?
Are you ready His service to do?

CHORUS
Make me a channel of blessing 
   today.
Make me a channel of blessing 
   I pray
My life possessing, my service 
   blessing
Make me a channel of blessing 
   today

Is your life a channel of blessing
To the hearts that are burdened 
   with grief?
Do you point them to Him who 
   can comfort
Who has given your own heart 
   relief?"
410;Christ Is My Everything;;"Christ is my everything
He is my all
Christ is my everything
Both great and small
He gave Himself for me
Made everything new
Christ is my everything 
None other will do"
411;Die Here Wat Ons Dien (Afrikaans);;"Die Here wat ons dien 
Hy is so wonderbaar
Die Here wat ons dien 
Hy is so wonderbaar
Hy haal my uit die dode
En hy sit my in die lewe
Hy haal my uit die dode
En hy sit my in die lewe"
192;Die Liefde Van Jesus (Afrikaans);;"Die liefde van Jesus is wonderbaar
   wonderbaar, prys Sy naam
Die liefde van Jesus is wonderbaar
wonderbaar vir my

Kom ons verheerlik Sy naam
Kom ons verheerlik Sy naam
Alles verander maar Jesus nooit
Kom ons verheerlik Sy naam

Dat Hy my lief het is wonderbaar
   wonderbaar, prys sy Naam
Dat Hy my lief het is wonderbaar
wonderbaar vir my"
412;Dit Is Jesus (Afrikaans);;"Dit is Jesus, hallelujah!
Dis die krag van God in Jesus
Dit is Jesus, hallelujah!
Dis die krag van God in Jesus"
193;For All My Sin;;"It was His love for me 
That nailed Him to the tree 
To die in agony, for all my sin
For my own guilt and blame
The Great Redeemer came
Willing to bear the shame 
For all my sin

Chorus 
O what a Savior is mine! 
In Him God's mercies combine
His love can never decline
And He loves me

To Calvary's hill one day 
The Lord was led away
None else the price could pay
For all my sin
He on the cross was slain
Yielding his Life in pain 
He felt the bitter stain 
Of all my sin

Was ever love so strong 
Was ever crime so wrong 
When Jesus suffered long
For all my sin
He saw my greatest need
Became my Friend indeed 
Thru Him I have been freed 
Of all my sin"
468;God's Wonderful People;;"I love the thrill that I feel when 
   I get together with
God's wonderful people
(Repeat)

What a sight just to see all the 
   happy faces
Praising God in heavenly places
What a thrill that I feel when I 
   get together with
God's wonderful people"
194;Going Home;;"Many times in my childhood
   we'd travel so far
By nightfall how weary I'd grow
Father's arms would slip round 
   me and gently He'll say
""My child we're going home""

CHORUS
Going home, I'm going home
There is nothing to hold me 
   here
I caught a glimpse of that 
   heavenly land
Praise God I'm going home

Now the twilight is fading and 
   the day soon shall end
I get homesick the farther 
   along
But my Father has led me
   each step of the way
And now I am going home"
195;Happy Day;;"O happy day, that fixed my 
   choice
On Thee, my Savior and my 
   God
Well may this glowing heart 
   rejoice
And tell its raptures all abroad

CHORUS
Happy day, happy day, when 
   Jesus washed my sins away
He taught me how to watch 
   and pray 
And live rejoicing every day
Happy day, happy day, when 
   Jesus washed my sins away

O happy bond, that seals my 
   vows
To Him Who merits all my love
Let cheerful anthems fill His 
   house
While to that sacred shrine I 
   move

It's done: the great transaction's 
   done
I am the Lord's and He is mine
He drew me and I followed on
Charmed to confess the voice 
   divine"
413;He Came To Me;;"He came to me, He came to me
When I could not come to where 
   He was, He came to me
That's why He died on Calvary
When I could not come to where 
   He was, He came to me"
196;He Cares For Me;;"I would like to tell you what 
   I think of Jesus
Since I found in Him a 
   friend so kind and true
I would tell you how He 
   changed my life completely
He did something that no 
   other friend could do

Chorus
No one ever cared for 
   me like Jesus
There's no other friend 
   so kind as He
No one else could take this 
   sin and darkness from me
Oh how much He cares for me

My life was full of sin when 
   Jesus found me
Oh my heart was full of misery, 
   and woe
But Jesus placed His strong and 
   loving arm around me
And He led me in the way I 
   ought to go

Every day He comes to me 
   with new assurance
More and more I understand 
   His words of love
But I'll never know just why 
   He came to save me
Till someday, I see His 
   blessed face above"
197;He Gives Peace;;"When my soul was disturbed 
   with sorrow
And my heart was burdened with sin
Jesus opened His arms of mercy
And tenderly took me in

CHORUS
There is peace in the time of trouble
There is peace in the midst of the storm
Oh, there is peace though the world 
   be raging
In the shelter of His arms

Though the world around be raging
And is filled with many alarms
Trust in Jesus and He will keep you
In the shelter of His arms"
198;He Is Here Right Now;C;"For He's here right now
He is here right now
The Cloud has been turned
And His Face is in the Cloud

Can't you see His Eyes are 
   looking down
To His Bride upon the earth
For He's here right now 
To meet your every need

And I'll praise, praise 
   His Holy Name  
And I'll praise, praise 
   His Name"
414;He Was Wounded;;"He was wounded for my
   transgressions
He was bruised for my
   iniquity
Surely He bore my sorrows
And by His stripes we are 
   healed"
199;He's Real To Me;;"He's real to me, He's real to me
Jesus my Lord is real to me
My soul demands reality
Jesus my Lord is real to me

Hy is 'n Werklikheid, Hy is 'n 
   werklikheid
Die Seun van God, Hy is 'n 
   werklikheid
My siel verlang na werklikheid
Die Seun van God, Hy is 'n 
   werklikheid"
415;He's Worthy To Be Praised;;"He's worthy to be praised 
He lifted me
He's worthy to be praised
He set me free
He's worthy to be praised
He opened heaven unto me
He's worthy to be praised!"
200;Higher Higher;;"Higher higher, higher higher 
   higher
Higher higher, lift Jesus higher
Higher higher, higher higher 
   higher
Higher higher, lift Jesus higher

Lower lower, lower lower lower
Lower, lower stamp Satan lower
Lower lower, lower lower lower
Lower, lower stamp Satan lower

Cast your burdens, unto Jesus
For He cares for you
Cast your burdens, unto Jesus
For He cares for you"
201;His Eye Is On The Sparrow;A;"Why should I feel discouraged? 
Why should the shadows come?
Why should my heart be lonely 
And long for heaven and home
When Jesus is my portion?
My constant Friend is He
His eye is on the sparrow
And I know He watches me

CHORUS
I sing because I'm happy
I sing because I'm free
For His eye is on the sparrow
And I know He watches me

Let not your heart be troubled
His tender Word I hear
And, resting on His goodness
I lose my doubt and fear
Though by the path He leadeth
But one step I may see
His eye is on the sparrow
And I know He watches me

Whenever I am tempted
Whenever clouds arise
When song give place to sighing
When hope within me dies
I draw the closer to Him
From care He sets me free
His eye is on the sparrow
And I know He watches me"
416;His Word Is Working;;"His Word is working mightily 
   in me
His Word is working mightily 
   in me
No matter what the circumstance 
Or what I feel or see
His Word is working mightily 
   in me"
417;Holy Spirit Move Me;;"Holy Spirit move me now
Make my life whole again
Spirit, move over me
Spirit, move over me"
418;How Big Is God;;"How big is God
How big and wide His vast domain
To try to tell these lips can only 
   start
He's big enough to rule this mighty 
   universe
Yet small enough to dwell within 
   my heart"
202;How Long Has It Been;;"How long has it been
Since you talked with the Lord
And told Him your heart's 
   hidden secrets?
How long since you prayed?
How long since you stayed
On your knees till the light 
   shone through?

How long has it been
Since your mind felt at ease?
How long since your heart 
   knew no burden?
Can you call Him your Friend?
How long has it been 
Since you knew that He cared 
   for you?

How long has it been 
Since you knelt by your bed
And prayed to the Lord up in 
   heaven?
How long since you knew that
He'll answer you
And would keep you the long 
   night through?

How long has it been
Since you woke with the dawn
And felt that the day's worth 
   the living?
Can you call Him your Friend?
How long has it been
Since you knew He cared 
   for you?"
203;How Wonderful Your Name, Oh Lord;;"How wonderful Your name
   Oh Lord
How wonderful Your name
   Oh Lord
How wonderful Your name
How wonderful Your name
How wonderful Your name 
   Oh Lord

Your name is sweeter than 
   the morning dew
Your name is stronger than 
   the raging storm
Your name is always there
When I need a Friend who cares
How wonderful Your name
   Oh Lord

Your name was given that 
   I might go free
Your name has given me 
   my liberty
When all else seems but lost
I whisper Your sweet name
How wonderful Your name
   Oh Lord"
204;Humble Yourself;;"Humble yourself in the sight 
   of the Lord
Humble yourself in the sight 
   of the Lord
Humble yourself in the sight 
   of the Lord
And the Lord will lift you up

And the Lord will lift you up
And the Lord will lift you up
Humble yourself in the sight 
   of the Lord
And the Lord will lift you up"
205;Hy's Die Een (Afrikaans);;"Hy's die een wat ek liefhet in 
   die more
Hy's die een wat ek liefhet in 
   die aand
Hy's die een in die 
   awendskemering
Hy's die een in die middernag

Hy's die wynstok, ek's die 
   rankie
Hy's die pottebakker, ek is 
   die klei
Tussen Hom en my kom daar 
   nimmer meer 'n skeidingsmuur"
419;I Am Delivered;;"I am delivered praise the Lord
I am delivered by His Word
Once I was bound by the 
   chains of Satan
I am delivered praise the Lord"
206;I Am The Righteousness Of God In Christ;;"I am the righteousness of God 
   in Christ
A brand new creation in Him
I can now approach the presence 
   of God
With no condemnation of sin

I am the righteousness of God 
   in Christ
I'm now complete in Him
I'm a partaker of His divine 
   nature
On me He will not impute sin"
207;I Feel Like Going On;;"I feel like going on, I feel like 
   going on
Though trials may come on 
   every hand
I feel like going on
(Repeat)

I'm pressing on, yes on with all 
   I know
I'm pressing on, yes on with all 
   I know
I'm pressing on toward that city
Where a mansion's prepared 
   for me"
246;Siyakudumisa - We Praise You / Him;G;"Siyakudumisa x3
(We Praise You)
Nkosi ya makhosi
(King of kings)

Akekeho fana Naye x 3
(There is none like Him)
Nkosi ya makhosi
(King of kings)"
247;Some Day The Silver Cord;;"Some day the silver cord will  
   break
And I no more as now shall sing
But oh, the joy when I shall 
   wake
Within the palace of the King

CHORUS
And I shall see Him face to face
And tell the story saved by grace
And I shall see Him face to face
And tell the story saved by grace

Someday my earthly house will 
   fall
I cannot tell how soon 'twill be
But this I know my All in All
Has now a place in Heaven 
   for me

Some day, when fades the 
   golden sun
Beneath the rosy tinted west
My blessed Lord shall say 
   Well done
And I shall enter into rest

Some day; till then I'll watch 
   and wait
My lamp all trimm'd and burning 
   bright
That when my Saviour opens 
   the gate
My soul to Him may take its flight"
248;Something Keeps Holding Me;;"The trial of this world was getting closer,
The pull I felt was more that I could bear.
And I was on the verge of just giving over.
The strength within myself just wasn't there.

CHORUS
But Something keeps holding me.
Everyday I see, He's helping me faithfully
To overcome my trial;
Guiding me constantly, giving me victory, 
He's a Reality,
'Cause Something keeps holding me."
249;Sons Of God;;"Sons of God move forward
In the power of the latter rain
Sons of God move forward
For Jesus is ever the same

Sons of God move forward
We are more than conquerers 
   in His Name
Sons of God move forward
In the power of the latter rain"
440;Sweet Anointing;;"Sweet, sweet anointing
Flowing down to make me clean
Like a mighty rushing stream
Sweet, oh sweet anointing
Pouring out the oil and wine 
All over me"
250;Sweet Holy Spirit;;"There's a sweet, sweet Spirit in this place.
And I know that it's the Spirit of the Lord.
There are sweet expressions on each face.
And I know that It's the presence of the Lord.

Sweet Holy Spirit, sweet Heavenly Dove,
Stay right here with us,
Filling us with Your love.
And for these blessings
We lift our hearts in praise;
Without a doubt we'll know
That we have been revived,
When we shall leave this place."
441;The Alpha And Omega;;"You are the Alpha and Omega
We worship You oh Lord 
You are worthy to be praised 
(Repeat)
 
We give You all the glory
We worship You oh Lord 
You are worthy to be praised
(Repeat)"
251;The Circuit Rider;;"The circuit-rider preacher went 
   riding through the land
With a rifle on his shoulder and 
   a Bible in his hand
He told the prairie people of a 
   blessed Promised Land
As he went riding, singing along

CHORUS
Leaning, leaning
Leaning on the everlasting arm
Leaning, leaning
Leaning on the everlasting arm

He preached the coming 
   judgement of fire and brimstone
And a glorious, endless Heaven 
   of the justified alone
As he rode across the mountains 
   you could hear him sing this 
   song
As he went riding on

There is power, power, wonder
   working power
In the blood of the Lamb
There is power, power, wonder
   working power
In the precious blood of the Lamb

His rifle's old and rusty, and it's 
   hanging on the wall
His Bible's worn and dusty and 
   it's seldom touched at all
But his message from this Bible 
   will meet us at Judgement Day
For God's truth keeps marching on

Glory! glory, hallelujah!
Glory! glory, hallelujah!
Glory! glory, hallelujah!
His Truth is marching on"
252;The End Of The Way;;"The sands have been washed in the footprints
Of the stranger on Galilee's shore
And the Voice that subdued the rough billows
Will be heard in Judea no more
But the path of that lone Galilean
With joy I will follow today
And the toils of the road will seem nothing
When I get to the end of the way

There are so many hills to climb upward
I often am longing for rest
But He who appoints me my pathway
Knows just what is needful and best
I know in His Word He hath promised
That my strength, ""it shall be as my day""
And the toils of the road will seem nothing
When I get to the end of the way"
442;The Longer I Serve Him;;"The longer I serve Him 
   the sweeter He grows
The more that I love Him 
   more love He bestows
Each day is like heaven 
   my heart overflows
The longer I serve Him 
   the sweeter He grows"
253;The Lord Brought Me Out;;"I'm so glad that the Lord brought 
   me out
I'm so glad that the Lord brought 
   me out
If it had not been for Jesus, oh 
   where would I be?
I'm so glad that the Lord brought 
   me out.

I've been happy since the Lord 
   brought me out
I've been happy since the Lord 
   brought me out
If it had not been for Jesus, oh 
   where would I be?
I'm so glad that the Lord brought 
   me out

Aren't you glad that the Lord 
   brought you out?
Aren't you glad that the Lord 
   brought you out?
If it had not been for Jesus, oh 
   where would I be?
I'm so glad that the Lord brought 
   me out

I've been singing since the Lord 
   brought me out
I've been singing since the Lord 
   brought me out
If it had not been for Jesus, oh 
   where would I be?
I'm so glad that the Lord brought 
   me out"
254;The Master Of The Wind;;"Chorus
I know the Master of the wind
I know the Maker of the rain
He can calm a storm,
   make the sun shine again
I know the Master of the wind

My boat of life sails on the 
   troubled sea
Whenever there's a wind in my sail
But I have a friend who watches 
   over me
When the breeze turns into a gale

Sometimes I soar like an eagle 
   through the sky
Above the peaks my soul can 
   be found
An unexpected storm may 
   drive me from the heights
Brings me low but 
   never brings me down"
255;The Name Of Jesus;;"The name of Jesus is so 
   sweet
I love its music to repeat
It makes my joys full and 
   complete
The precious name of Jesus

CHORUS
Jesus O' how sweet the name
Jesus everyday the same
Jesus let all saints proclaim
Its worthy praise, forever

I love the name of Him whose 
   heart
Knows all my griefs and bears 
   my part
Who bids all anxious fears 
   depart
I love the name of Jesus

That name I fondly love to 
   hear
It never fails my heart to cheer
Its music dries the falling tear
Exalt the name of Jesus"
256;The Presence Of The Lord Is In This Place;;"Surely, the Presence of the Lord
   is in this place
I can feel His mighty power and 
   His grace
I can feel the brush of angel's wings
I see glory on each face
Surely, the Presence of the Lord 
   is in this place"
257;The Saviour Of My Soul;;"He's the Saviour of my soul
My Jesus, my Jesus
He's the Saviour of my soul
He's the Saviour of my soul

Jesus, my Jesus
Do you know Him today?
Please don't turn Him away
Jesus, my Jesus
Without Him how lost I would be

He's the Darling of my soul
My Jesus, my Jesus
He's the Darling of my soul
He's the Darling of my soul"
258;The Steadfast Love (As We Gather);;"As we gather, may Your Spirit 
   dwell within us
As we gather, may we glorify Your 
   name
Knowing well that as our hearts 
   begin to worship
We'll be blessed because we came
We'll be blessed because we came

The steadfast love of the Lord 
   never ceases
His mercies never come to an end
They are new every morning
   new every morning
Great is Thy faithfulness, O Lord
Great is Thy faithfulness"
443;There's A Precious;;"There's a precious hiding place
In Jesus' side, in Jesus' side
There's a cleft of heavenly grace
In Jesus' side, in Jesus' side
There's a shelter from all sin
From all doubt, from all pride
All the world may enter in
Precious place in Jesus' side"
259;To God Be The Glory;;"To God be the glory 
Great things He hath done
So loved He the world that 
He gave us His Son
Who yielded His life 
An atonement for sin
And opened the Life Gate 
That all may go in

CHORUS
Praise the Lord, praise the Lord
Let the earth hear His voice
Praise the Lord, praise the Lord
Let the people rejoice
Oh, come to the Father
Through Jesus the Son
And give Him the glory 
Great things He hath done

Oh, perfect redemption 
The purchase of blood
To every believer 
The promise of God
The vilest offender 
Who truly believes
That moment from Jesus 
A pardon receives

Great things He hath taught us
Great things He hath done
And great our rejoicing 
Through Jesus the Son
But purer, and higher 
And greater will be
Our wonder, our transport 
When Jesus we see"
444;Touch Your People Once Again;;"Touch Your people once again
With Your precious Holy Hand 
   we pray
Let Your Kingdom shine upon 
   this earth
Through a living glorious church

Not for temporary gain
But to restore authority and power
Let a Mighty Rushing Wind blow in
Touch Your people once again"
260;Waves Of Glory;;"Waves of glory, Waves of glory
Waves of glory, Over my soul
Jesus now is here
And there's no need to fear
Waves of glory, over my soul"
261;We Are Christians In This World;;"We are Christians in this world
We're going home 
To heaven
Singing Hallelujah
(Repeat)

Hallelujah, Hallelujah
Hallelujah, Hallelujah, 
   Hallelujah

We are Pilgrims in this world
We're going home
To heaven
Singing Hallelujah
(Repeat)

Singabahambayo thina
Kulomhlaba
Siyekhaya
Ezulwini

Sithi 
Hallelujah, Hallelujah
Hallelujah, Hallelujah, 
   Hallelujah"
262;We've Got The Power;;"Give me your hand let's agree 
   together
That all of our enemies
Will crumble at our feet
Whatever we bind on earth
Shall be bound in heaven
At the name of Jesus, Satan 
   has to flee

CHORUS
We've got the power in the 
   name of Jesus
We've got the power
In the Name of the Lord
Though Satan rages we cannot 
   be defeated
We've got the power
In the Name of the Lord

For many years now Satan tried 
   to stop us
But the church of Jesus is still 
   alive
Like a mighty army keep 
   marching onward
Winning every battle
With the Lord by our side"
445;What God Has Joined;;"What God has joined together
No man can put asunder
There's no power that could ever
Separate us from His love"
446;Behold What Manner Of Love;;"Behold what manner of love the 
   Father has given unto us
Behold what manner of love the 
   Father has given unto us
That we should be called the 
   sons of God
That we should be called the 
   sons of God"
263;What The Lord Has Done;;"Let the weak say I am strong
Let the poor say I am rich
Let the blind say I can see
It's what the Lord has done in me

Chorus
Hosanna, Hosanna
To the Lamb that was slain
Hosanna, Hosanna
Jesus died and rose again
(repeat chorus)

Into the river I will wade
Where my sins are washed away
From the heavens mercy streams
Of the Saviour's love for me

I will rise from waters deep
Into the saving arms of God
I will sing salvation songs
Jesus Christ has set me free"
264;When Our Lord Shall Come;;"When upon the clouds of heaven
Christ shall come to earth again
Will the world be glad to see Him
When our Lord shall come again?

CHORUS
There'll be singing, there'll be 
   shouting
There'll be sorrow, there'll be pain
There'll be weeping, there'll be 
   praying
When our Lord shall come again

Will His coming bring rejoicing?
Or will it bring tears and pain?
Are you ready to receive Him?
When our Lord shall come again?

Will you join in lamentation?
Or the angel's glad refrain?
Will you help His people crown 
   Him?
When our Lord shall come again?

Work and pray till Jesus calls you
Help to gather in the grain
Then with joy you'll meet the 
   Saviour
When our Lord shall come again"
